strainID,Assay Raw
M748,0.3484
M748,0.3554
M748,0.3475
M1125,0.3883
M749,0.34700000000000003
M749,0.3506
M1125,0.4001
M749,0.344
M749,0.3533
M749,0.3478
M749,0.3508
M748,0.3654
M748,0.3468
M748,0.3681
M748,0.4117
M1125,0.3863
M749,0.3603
M749,0.3422
M1125,0.3908
M749,0.3494
M749,0.3451
M749,0.34600000000000003
M748,0.36
M748,0.3489
M748,0.3529
M748,0.3541
M749,0.3494
M749,0.3471
M749,0.3469
M749,0.3659
M749,0.3443
M749,0.3484
M749,0.3669
M748,0.3518
M748,0.3513
M748,0.3474
M749,0.3554
M749,0.3579
M728,0.3486
M749,0.3449
M749,0.3504
M749,0.3441
M749,0.3447
M1125,0.4045
M748,0.3551
M748,0.3539
M748,0.3563
M749,0.3522
M749,0.349
M728,0.3507
M749,0.3516
M749,0.3459
M749,0.3569
M749,0.3525
M749,0.3483
M1125,0.3936
M1125,0.3922
M749,0.3463
M749,0.3484
M749,0.3516
M737,0.3528
M737,0.3437
M737,0.3494
M737,0.3463
M737,0.3648
M737,0.3489
M737,0.3547
M749,0.3502
M1125,0.4036
M749,0.3486
M749,0.3701
M737,0.3455
M737,0.3471
M737,0.3488
M737,0.3468
M737,0.3449
M737,0.3492
M737,0.3644
M749,0.3502
M749,0.3483
M749,0.3512
M749,0.3671
M737,0.3403
M737,0.3448
M737,0.3614
M737,0.3471
M737,0.344
M737,0.3496
M737,0.3524
M749,0.3538
M749,0.3495
M749,0.3488
M1125,0.4185
M737,0.3503
M737,0.3474
M1125,0.3895
M737,0.3443
M737,0.3489
M737,0.3485
M737,0.3467
M749,0.354
M749,0.3496
M749,0.3628
M749,0.3644
M1125,0.3907
M737,0.3792
M737,0.3474
M1125,0.3833
M737,0.3483
M737,0.3512
M737,0.3539
M749,0.3544
M749,0.3471
M749,0.3498
M737,0.3561
M737,0.3493
M737,0.3631
M737,0.3512
M737,0.3689
M737,0.3506
M737,0.3556
M737,0.3542
M749,0.3577
M749,0.3521
M749,0.3556
M737,0.3523
M737,0.348
M728,0.3494
M737,0.3505
M737,0.3544
M737,0.3494
M737,0.3691
M1125,0.3891
M737,0.3561
M749,0.3635
M749,0.3675
M749,0.3594
M737,0.3535
M737,0.3503
M728,0.3514
M737,0.3499
M737,0.3445
M737,0.349
M737,0.3535
M737,0.3455
M1125,0.4128
M10,0.527
M752,0.3467
M753,0.3796
M754,0.3477
M756,0.3498
M756,0.3405
M757,0.3441
M750,0.3734
M10,0.5259
M753,0.3489
M754,0.3481
M756,0.3465
M756,0.3251
M757,0.3449
M750,0.3464
M752,0.3501
M753,0.3262
M754,0.3634
M756,0.3381
M756,0.3275
M757,0.3467
M750,0.3291
M753,0.3474
M753,0.3573
M10,0.5244
M756,0.3285
M10,0.5356
M750,0.3535
M753,0.3527
M753,0.368
M754,0.3489
M10,0.5425
M756,0.3387
M757,0.3496
M10,0.535
M751,0.3533
M753,0.3564
M753,0.35
M754,0.3974
M756,0.341
M756,0.3233
M757,0.3474
M752,0.3529
M753,0.3482
M753,0.3494
M754,0.3538
M756,0.3492
M728,0.3514
M757,0.325
M757,0.3592
M10,0.5549
M752,0.3545
M753,0.368
M753,0.3791
M756,0.3518
M756,0.3509
M728,0.3525
M10,0.5356
M1125,0.4133
M758,0.4209
M758,0.3893
M758,0.4027
M758,0.40299999999999997
M758,0.4077
M758,0.4162
M758,0.4026
M758,0.4119
M758,0.4003
M758,0.516
M758,0.4136
M1125,0.4214
M758,0.4035
M758,0.406
M758,0.4
M758,0.4083
M758,0.364
M758,0.3976
M758,0.4104
M758,0.4094
M758,0.4191
M758,0.4101
M758,0.501
M758,0.3487
M758,0.4082
M758,0.401
M758,0.4027
M758,0.4135
M758,0.4146
M758,0.4021
M758,0.4019
M758,0.4017
M758,0.4054
M758,0.4164
M758,0.3975
M1125,0.4067
M758,0.3992
M758,0.4131
M1125,0.4317
M758,0.4106
M758,0.402
M758,0.4057
M758,0.4023
M758,0.4182
M758,0.406
M758,0.4076
M758,0.3713
M1125,0.4039
M758,0.4136
M758,0.4095
M1125,0.4163
M758,0.4362
M758,0.4107
M758,0.4041
M758,0.3763
M758,0.4098
M758,0.405
M758,0.3997
M758,0.3797
M758,0.406
M758,0.4062
M758,0.4036
M758,0.4068
M758,0.4333
M758,0.4101
M758,0.4347
M758,0.3839
M758,0.40299999999999997
M758,0.406
M758,0.4166
M728,0.358
M758,0.3939
M758,0.4148
M758,0.40299999999999997
M758,0.4735
M1125,0.4223
M758,0.4134
M758,0.4195
M758,0.4048
M758,0.4448
M758,0.4096
M758,0.4172
M728,0.3669
M758,0.3993
M758,0.4017
M758,0.4007
M758,0.3578
M758,0.4421
M1125,0.4173
M1125,0.4123
M759,0.396
M759,0.3942
M759,0.4053
M759,0.4079
M759,0.4043
M759,0.4099
M759,0.4002
M759,0.3688
M759,0.4002
M760,0.4097
M758,0.4136
M1125,0.4125
M759,0.3982
M759,0.402
M759,0.3916
M759,0.4062
M759,0.4032
M759,0.3720000000000001
M759,0.3907
M759,0.4597
M760,0.4146
M758,0.4022
M759,0.3901
M759,0.4234
M759,0.4055
M759,0.4265
M759,0.4068
M759,0.3971
M759,0.3784
M759,0.3974
M759,0.4204
M760,0.3622
M758,0.4076
M759,0.3796
M759,0.4183
M1125,0.4373
M759,0.3908
M759,0.3967
M1125,0.4107
M759,0.3992
M759,0.3535
M759,0.4009
M760,0.4031
M758,0.4057
M759,0.4242
M759,0.4088
M759,0.4069
M1125,0.4034
M759,0.4335
M759,0.4033
M1125,0.4231
M759,0.3744
M759,0.40299999999999997
M760,0.40700000000000003
M758,0.3602
M759,0.3991
M759,0.3498
M759,0.4104
M759,0.4014
M759,0.4007
M759,0.4101
M759,0.4036
M759,0.4177
M759,0.3828
M760,0.4151
M758,0.4044
M759,0.4505
M759,0.3802
M759,0.4457
M759,0.3995
M728,0.359
M759,0.3954
M759,0.4001
M759,0.4157
M759,0.4032
M1125,0.4161
M760,0.3966
M758,0.3989
M759,0.4559
M759,0.4052
M759,0.4021
M759,0.4036
M728,0.3658
M759,0.4016
M759,0.3964
M759,0.4
M759,0.4067
M759,0.4082
M1125,0.4352
M1125,0.4021
M760,0.3905
M760,0.3926
M760,0.391
M760,0.4014
M760,0.3924
M760,0.3817
M760,0.387
M760,0.39799999999999996
M761,0.3977
M761,0.4171
M760,0.3702
M1125,0.4188
M760,0.35600000000000004
M760,0.3935
M760,0.3929
M760,0.4119
M760,0.3989
M760,0.4028
M760,0.3926
M761,0.4009
M761,0.413
M760,0.4572
M760,0.3792
M760,0.3983
M760,0.3965
M760,0.3981
M760,0.396
M760,0.4049
M760,0.4091
M760,0.395
M761,0.4008
M761,0.4151
M760,0.4094
M760,0.4111
M760,0.3892
M1125,0.4075
M760,0.389
M760,0.4025
M1125,0.4003
M760,0.3941
M760,0.3961
M761,0.3909
M761,0.38799999999999996
M760,0.4578
M760,0.3257
M760,0.4179
M760,0.3952
M1125,0.4055
M760,0.4228
M760,0.3955
M1125,0.4072
M761,0.3775
M761,0.3995
M761,0.3957
M760,0.4094
M760,0.3995
M760,0.3954
M760,0.4091
M760,0.3984
M760,0.4024
M760,0.3964
M760,0.4051
M761,0.4009
M761,0.3558
M761,0.4021
M760,0.431
M760,0.3901
M760,0.3982
M760,0.4023
M760,0.5282
M728,0.354
M760,0.3982
M760,0.3901
M760,0.4055
M761,0.3994
M1125,0.4044
M761,0.4041
M760,0.4166
M760,0.4032
M760,0.4057
M760,0.3969
M760,0.396
M728,0.3572
M760,0.3875
M760,0.4166
M760,0.4099
M761,0.4082
M761,0.4034
M1125,0.4162
M1125,0.4041
M761,0.3942
M761,0.3934
M761,0.3984
M761,0.3967
M761,0.3963
M761,0.4096
M761,0.4022
M761,0.3519
M761,0.4118
M762,0.3942
M761,0.3623
M1125,0.4023
M761,0.3967
M761,0.3913
M761,0.3986
M761,0.4074
M761,0.4252
M761,0.4084
M761,0.38
M761,0.3955
M762,0.395
M761,0.3974
M761,0.3887
M761,0.3986
M761,0.4091
M761,0.4291
M761,0.3943
M761,0.3913
M761,0.4148
M761,0.3938
M762,0.3926
M762,0.3942
M761,0.4165
M761,0.4363
M761,0.4724
M1125,0.4063
M761,0.4074
M761,0.3945
M1125,0.4072
M761,0.4044
M761,0.3995
M762,0.4019
M762,0.40299999999999997
M761,0.4406
M761,0.4049
M761,0.4042
M761,0.3985
M1125,0.3948
M761,0.4292
M761,0.396
M1125,0.4042
M761,0.3918
M762,0.4132
M762,0.3968
M761,0.4072
M761,0.4029
M761,0.4062
M761,0.3965
M761,0.4029
M761,0.3865
M761,0.3986
M761,0.4101
M761,0.361
M762,0.3983
M762,0.3974
M761,0.4043
M761,0.3847
M761,0.4028
M761,0.4045
M761,0.4037
M728,0.3647
M761,0.408
M761,0.3937
M761,0.4059
M761,0.3992
M1125,0.4016
M762,0.4209
M761,0.3671
M761,0.406
M761,0.3984
M761,0.3916
M761,0.3574
M728,0.3544
M761,0.35100000000000003
M761,0.3888
M761,0.4161
M761,0.4083
M762,0.41
M1125,0.4043
M1125,0.4214
M762,0.4054
M762,0.3878
M762,0.3764
M762,0.4002
M762,0.4052
M762,0.3731
M762,0.4059
M762,0.4086
M763,0.4211
M763,0.4176
M762,0.4027
M1125,0.4328
M762,0.4042
M762,0.4336
M762,0.3888
M762,0.4025
M762,0.4129
M762,0.4117
M763,0.4107
M763,0.4039
M763,0.3577
M762,0.4077
M762,0.3856
M762,0.3532
M762,0.3593
M762,0.4084
M762,0.4253
M762,0.4045
M762,0.4081
M763,0.4042
M763,0.4102
M763,0.4006
M762,0.4337
M762,0.4248
M762,0.3997
M1125,0.4059
M762,0.4148
M762,0.4053
M1125,0.4155
M762,0.3866
M763,0.4223
M763,0.4078
M763,0.4052
M762,0.41600000000000004
M762,0.4134
M762,0.4042
M762,0.5007
M1125,0.4114
M762,0.4209
M762,0.4035
M1125,0.418
M763,0.4118
M763,0.4017
M763,0.4095
M762,0.4257
M762,0.3658
M762,0.4109
M762,0.4102
M762,0.4011
M762,0.3989
M762,0.4616
M762,0.4067
M763,0.4143
M763,0.4211
M763,0.3802
M762,0.41200000000000003
M762,0.4038
M762,0.4094
M762,0.3931
M762,0.4287
M728,0.3599
M762,0.4052
M762,0.41600000000000004
M762,0.4149
M763,0.4085
M1125,0.4058
M763,0.4211
M762,0.4238
M762,0.4059
M762,0.4158
M762,0.4051
M762,0.3974
M728,0.3643
M762,0.4049
M762,0.414
M762,0.4073
M763,0.4133
M763,0.4288
M1125,0.425
M1125,0.4109
M763,0.4371
M763,0.3994
M763,0.4007
M763,0.3958
M763,0.4046
M763,0.396
M763,0.4001
M764,0.4109
M764,0.4132
M764,0.3653
M763,0.4069
M1125,0.4057
M763,0.4109
M763,0.39899999999999997
M763,0.3656
M763,0.3982
M763,0.4004
M764,0.4081
M764,0.4127
M764,0.4332
M764,0.4229
M763,0.3997
M763,0.4027
M763,0.4072
M763,0.3999
M763,0.4318
M763,0.4059
M763,0.4075
M764,0.4074
M764,0.4098
M764,0.4097
M764,0.3605
M763,0.4103
M763,0.4279
M763,0.3981
M1125,0.4137
M763,0.4217
M763,0.3856
M1125,0.408
M764,0.4056
M764,0.4115
M764,0.4469
M764,0.41200000000000003
M763,0.3911
M763,0.4249
M763,0.3943
M763,0.4074
M1125,0.4161
M763,0.431
M763,0.4097
M1125,0.4287
M764,0.4164
M764,0.3549
M764,0.4149
M763,0.4387
M763,0.4005
M763,0.4081
M763,0.4239
M763,0.3656
M763,0.4019
M763,0.4
M764,0.433
M764,0.4014
M764,0.4279
M764,0.3759
M763,0.4286
M763,0.40399999999999997
M763,0.3964
M763,0.4161
M763,0.4188
M728,0.3589
M763,0.4177
M763,0.4139
M764,0.3726
M764,0.4162
M1125,0.4112
M764,0.4062
M763,0.4157
M763,0.3911
M763,0.4119
M763,0.4176
M763,0.4036
M728,0.3663
M763,0.4262
M763,0.3842
M764,0.3995
M764,0.4037
M764,0.4111
M1125,0.4113
M1125,0.4184
M764,0.4054
M764,0.4021
M764,0.4087
M764,0.4108
M764,0.4031
M764,0.4099
M765,0.4097
M765,0.4157
M765,0.4257
M765,0.4169
M764,0.4091
M1125,0.4163
M764,0.4157
M764,0.4044
M764,0.4046
M764,0.3546
M764,0.4124
M765,0.4163
M765,0.3873
M765,0.408
M765,0.4044
M764,0.3585
M764,0.4135
M764,0.4218
M764,0.4142
M764,0.429
M764,0.41600000000000004
M764,0.4131
M765,0.3568
M765,0.4133
M765,0.3604
M765,0.3833
M764,0.4104
M764,0.3956
M764,0.4491
M1125,0.4215
M764,0.4041
M764,0.4079
M1125,0.41100000000000003
M765,0.4163
M765,0.4175
M765,0.4327
M765,0.4086
M764,0.4326
M764,0.4187
M764,0.41600000000000004
M764,0.41200000000000003
M1125,0.4182
M764,0.4247
M764,0.4208
M1125,0.4122
M765,0.4162
M765,0.4131
M765,0.4638
M764,0.4195
M764,0.3759
M764,0.3973
M764,0.4249
M764,0.4201
M764,0.4134
M765,0.4087
M765,0.41600000000000004
M765,0.4151
M765,0.4068
M765,0.4224
M764,0.4092
M764,0.3632
M764,0.3824
M764,0.4128
M764,0.413
M728,0.35600000000000004
M764,0.4089
M765,0.4061
M765,0.4032
M765,0.4221
M1125,0.4186
M764,0.4198
M764,0.4185
M764,0.4153
M764,0.4223
M764,0.4262
M728,0.3685
M764,0.4345
M765,0.4206
M765,0.4188
M765,0.4172
M765,0.4225
M1125,0.4222
M1125,0.4117
M765,0.4049
M765,0.4102
M765,0.4108
M765,0.4224
M765,0.4012
M765,0.3973
M765,0.4081
M765,0.4105
M765,0.4151
M766,0.4138
M765,0.4174
M1125,0.4144
M765,0.4091
M765,0.4168
M765,0.4155
M765,0.4098
M765,0.4247
M765,0.4213
M765,0.3927
M765,0.4116
M766,0.413
M765,0.41100000000000003
M765,0.406
M765,0.4139
M765,0.43
M765,0.4191
M765,0.4095
M765,0.4054
M765,0.4135
M765,0.4084
M765,0.3561
M766,0.3725
M765,0.4224
M765,0.4281
M765,0.3777
M1125,0.4216
M765,0.4174
M765,0.3993
M1125,0.4234
M765,0.4209
M765,0.414
M765,0.4087
M766,0.4075
M765,0.4644
M765,0.4064
M765,0.4117
M765,0.4556
M1125,0.4211
M765,0.4814
M765,0.4053
M1125,0.4291
M765,0.4071
M765,0.4276
M766,0.4105
M765,0.4308
M765,0.4103
M765,0.4145
M765,0.415
M765,0.4118
M765,0.3964
M765,0.424
M765,0.4205
M765,0.4161
M765,0.4241
M766,0.3605
M765,0.4320000000000001
M765,0.4155
M765,0.4153
M765,0.4041
M765,0.4095
M728,0.3588
M765,0.4198
M765,0.4185
M765,0.4131
M765,0.4191
M1125,0.4169
M766,0.3509
M765,0.4168
M765,0.4103
M765,0.4234
M765,0.4196
M765,0.3949
M728,0.3673
M765,0.4043
M765,0.4106
M765,0.4368
M765,0.4172
M765,0.4143
M1125,0.4198
M1125,0.4174
M766,0.4239
M766,0.3979
M766,0.4279
M766,0.4248
M766,0.4161
M766,0.4161
M766,0.4155
M766,0.4185
M766,0.4117
M766,0.4395
M766,0.3993
M1125,0.4332
M766,0.3968
M766,0.4408
M766,0.4116
M766,0.4006
M766,0.4237
M766,0.4293
M766,0.4144
M766,0.408
M766,0.4113
M766,0.4164
M766,0.4173
M766,0.4106
M766,0.4084
M766,0.4637
M766,0.4124
M766,0.423
M766,0.4224
M766,0.4237
M766,0.4349
M767,0.4188
M766,0.431
M766,0.4068
M766,0.415
M1125,0.4156
M766,0.4226
M766,0.4422
M1125,0.4152
M766,0.4098
M766,0.4346
M766,0.4394
M767,0.44
M766,0.4088
M766,0.408
M766,0.3621
M766,0.5072
M1125,0.4102
M766,0.447
M766,0.4129
M1125,0.4195
M766,0.4154
M766,0.4127
M767,0.4375
M766,0.4228
M766,0.4694
M766,0.4158
M766,0.41700000000000004
M766,0.4134
M766,0.4281
M766,0.4145
M766,0.4297
M766,0.425
M766,0.4278
M767,0.4555
M766,0.4285
M766,0.4134
M766,0.4179
M766,0.4168
M766,0.4299
M728,0.3698
M766,0.4292
M766,0.4298
M766,0.4615
M766,0.42100000000000004
M1125,0.4256
M767,0.4523
M766,0.4231
M766,0.4258
M766,0.4244
M766,0.4257
M766,0.3848
M728,0.3666
M766,0.4055
M766,0.4221
M766,0.4168
M766,0.4191
M766,0.4333
M1125,0.4468
M1125,0.4225
M767,0.4057
M767,0.4146
M767,0.4284
M767,0.4317
M767,0.4648
M767,0.415
M767,0.4249
M767,0.4148
M767,0.408
M767,0.4159
M767,0.4058
M1125,0.4064
M767,0.4177
M767,0.3612
M767,0.4262
M767,0.4146
M767,0.4243
M767,0.4069
M767,0.3907
M767,0.4133
M767,0.4203
M767,0.4249
M767,0.4183
M767,0.414
M767,0.4093
M767,0.41700000000000004
M767,0.4211
M767,0.4456
M767,0.4033
M767,0.4133
M767,0.4136
M767,0.4571
M767,0.4256
M767,0.4134
M767,0.4245
M1125,0.4097
M767,0.4341
M767,0.4135
M1125,0.4137
M767,0.4212
M767,0.408
M767,0.3898
M1096,0.4374
M767,0.4234
M767,0.4141
M767,0.4685
M767,0.4141
M1125,0.41200000000000003
M767,0.4572
M767,0.3772
M1125,0.4314
M767,0.3962
M767,0.4298
M1096,0.4052
M767,0.423
M767,0.4315
M767,0.4358
M767,0.4359
M767,0.4289
M767,0.4225
M767,0.4227
M767,0.3841
M767,0.4566
M767,0.4284
M1096,0.4141
M767,0.5015
M767,0.4281
M767,0.4085
M767,0.4245
M767,0.4175
M728,0.3604
M767,0.4187
M767,0.3724
M767,0.4327
M767,0.4168
M1125,0.4149
M1096,0.43
M767,0.5387
M767,0.4217
M767,0.4224
M767,0.4046
M767,0.4367
M728,0.3665
M767,0.4368
M767,0.4349
M767,0.4189
M767,0.4142
M767,0.4165
M1125,0.4211
M1125,0.4135
M1096,0.4084
M1096,0.4047
M1096,0.3526
M1096,0.4061
M1096,0.4
M1096,0.4089
M1096,0.4169
M1096,0.4046
M768,0.3842
M768,0.4201
M1096,0.4122
M1125,0.4212
M1096,0.414
M1096,0.3974
M1096,0.376
M1096,0.3562
M1096,0.4135
M1096,0.4268
M1096,0.3542
M768,0.4202
M768,0.4052
M1096,0.4148
M1096,0.4384
M1096,0.3587
M1096,0.4116
M1096,0.4116
M1096,0.4273
M1096,0.414
M1096,0.4284
M1096,0.41600000000000004
M768,0.4181
M768,0.4131
M1096,0.3968
M1096,0.4117
M1096,0.4259
M1125,0.4144
M1096,0.4146
M1096,0.3588
M1125,0.4197
M1096,0.3981
M1096,0.4116
M768,0.4233
M768,0.4095
M1096,0.4236
M1096,0.4214
M1096,0.4189
M1096,0.415
M1125,0.4119
M1096,0.4529
M1096,0.4115
M1125,0.4011
M1096,0.4177
M768,0.415
M768,0.42
M1096,0.444
M1096,0.4424
M1096,0.4255
M1096,0.4185
M1096,0.39399999999999996
M1096,0.4319
M1096,0.4134
M1096,0.4137
M1096,0.4224
M768,0.4212
M768,0.4199
M1096,0.4305
M1096,0.4334
M1096,0.4243
M1096,0.4249
M1096,0.4155
M728,0.3593
M1096,0.3912
M1096,0.4317
M1096,0.4156
M768,0.4298
M1125,0.4127
M768,0.4284
M1096,0.3784
M1096,0.4204
M1096,0.4489
M1096,0.4293
M1096,0.3942
M728,0.3648
M1096,0.4097
M1096,0.3786
M1096,0.3997
M768,0.4121
M768,0.4113
M1125,0.4197
M1125,0.4223
M768,0.4079
M768,0.4066
M768,0.4204
M768,0.3971
M768,0.3856
M769,0.39799999999999996
M769,0.3743
M769,0.397
M769,0.3953
M769,0.4017
M768,0.4126
M1125,0.4197
M768,0.4125
M768,0.4286
M768,0.3798
M768,0.4135
M769,0.3995
M769,0.4384
M769,0.4026
M769,0.3981
M769,0.3718
M768,0.4572
M768,0.3993
M768,0.4216
M768,0.4037
M768,0.4114
M768,0.3977
M769,0.4149
M769,0.4371
M769,0.397
M769,0.4036
M769,0.406
M768,0.3809
M768,0.4385
M768,0.3992
M1125,0.423
M768,0.4195
M768,0.4115
M1125,0.41200000000000003
M769,0.3958
M769,0.3954
M769,0.4058
M769,0.3978
M768,0.4137
M768,0.4127
M768,0.4232
M768,0.4179
M1125,0.4083
M768,0.4541
M769,0.3993
M1125,0.424
M769,0.3887
M769,0.4187
M769,0.4046
M768,0.4244
M768,0.4139
M768,0.43
M768,0.4029
M768,0.4128
M768,0.3599
M769,0.3867
M769,0.3988
M769,0.3901
M769,0.3992
M769,0.3816
M768,0.4125
M768,0.3944
M768,0.4249
M768,0.4238
M768,0.3804
M728,0.3587
M768,0.4125
M769,0.4277
M769,0.4009
M769,0.4024
M1125,0.4141
M769,0.4205
M768,0.4370000000000001
M768,0.3673
M768,0.4139
M768,0.4122
M768,0.358
M728,0.3569
M768,0.40399999999999997
M769,0.4062
M769,0.4193
M769,0.4148
M769,0.4166
M1125,0.4192
M1125,0.4144
M769,0.4059
M769,0.4135
M769,0.3962
M770,0.4077
M770,0.4222
M770,0.4081
M770,0.3857
M770,0.4052
M770,0.4082
M770,0.3359
M769,0.4315
M1125,0.4077
M769,0.4287
M769,0.3649
M770,0.3411
M770,0.41100000000000003
M770,0.4312
M770,0.4046
M770,0.4068
M770,0.4038
M770,0.4186
M769,0.4107
M769,0.3952
M769,0.4253
M769,0.3933
M770,0.4133
M770,0.4147
M770,0.374
M770,0.4128
M770,0.40299999999999997
M770,0.4074
M770,0.4113
M769,0.397
M769,0.4118
M769,0.386
M1125,0.4215
M770,0.4518
M770,0.42200000000000004
M1125,0.4146
M770,0.4161
M770,0.4088
M770,0.4055
M770,0.3913
M769,0.4218
M769,0.4118
M769,0.39
M769,0.4097
M1125,0.4113
M770,0.3724
M770,0.384
M1125,0.4207
M770,0.3511
M770,0.40399999999999997
M770,0.4132
M769,0.3537
M769,0.4133
M769,0.4089
M769,0.4004
M770,0.3887
M770,0.4101
M770,0.3879
M770,0.3394
M770,0.4247
M770,0.4236
M770,0.4154
M769,0.3513
M769,0.4195
M769,0.4079
M769,0.4222
M770,0.4213
M728,0.3475
M770,0.4148
M770,0.4397
M770,0.3498
M770,0.4055
M1125,0.4309
M770,0.35100000000000003
M769,0.3876
M769,0.4013
M769,0.5333
M770,0.4321
M770,0.3664
M728,0.3537
M770,0.4094
M770,0.4217
M770,0.4013
M770,0.40700000000000003
M770,0.3789
M1125,0.41700000000000004
M1125,0.4185
M770,0.4108
M771,0.3584
M771,0.3962
M771,0.4173
M771,0.4222
M771,0.51
M771,0.4102
M771,0.3899
M770,0.4063
M1125,0.3941
M771,0.4055
M771,0.3985
M771,0.4
M771,0.3959
M771,0.4
M771,0.3608
M771,0.3698
M770,0.4089
M770,0.4029
M771,0.4335
M771,0.4018
M771,0.4046
M771,0.3983
M771,0.4007
M771,0.3989
M770,0.3961
M771,0.4019
M771,0.4069
M1125,0.4114
M771,0.4023
M771,0.40299999999999997
M1125,0.4161
M771,0.4004
M770,0.4198
M771,0.4014
M771,0.3975
M771,0.41200000000000003
M1125,0.4105
M771,0.4283
M771,0.4027
M1125,0.4166
M770,0.3896
M771,0.4067
M771,0.4156
M771,0.3759
M771,0.4513
M771,0.38799999999999996
M771,0.3774
M771,0.4094
M770,0.40399999999999997
M771,0.4034
M771,0.4015
M771,0.3999
M771,0.4114
M728,0.3669
M771,0.3941
M771,0.3999
M771,0.4046
M1125,0.4145
M770,0.4247
M771,0.4035
M771,0.4155
M771,0.4264
M771,0.4081
M728,0.3661
M771,0.4266
M771,0.4037
M771,0.4035
M1125,0.4125
M730,0.4117
M772,0.39
M772,0.4018
M772,0.4035
M772,0.3782
M772,0.4136
M772,0.415
M772,0.4056
M772,0.3972
M772,0.3971
M772,0.4032
M772,0.4114
M730,0.4104
M772,0.3949
M772,0.40299999999999997
M772,0.4185
M772,0.3818
M772,0.4224
M772,0.4244
M772,0.4043
M772,0.4067
M772,0.4297
M772,0.4111
M772,0.3876
M772,0.3925
M772,0.3956
M772,0.3836
M772,0.4107
M772,0.4148
M772,0.4048
M772,0.4055
M772,0.4144
M772,0.4287
M772,0.4239
M772,0.4106
M772,0.4067
M730,0.4133
M772,0.4405
M772,0.4026
M730,0.4208
M772,0.4065
M772,0.3952
M772,0.3913
M772,0.4127
M772,0.4209
M772,0.4128
M772,0.4129
M772,0.4038
M730,0.4134
M772,0.4299
M772,0.3905
M730,0.4168
M772,0.4042
M772,0.4194
M772,0.4154
M772,0.4162
M772,0.4072
M772,0.3894
M772,0.39399999999999996
M772,0.4109
M772,0.4004
M772,0.3965
M772,0.3902
M772,0.4119
M772,0.4267
M772,0.4136
M772,0.4074
M772,0.4154
M772,0.4092
M772,0.408
M772,0.4157
M728,0.358
M772,0.4095
M772,0.4092
M772,0.4044
M772,0.4066
M730,0.4197
M772,0.4142
M772,0.418
M772,0.4227
M772,0.4165
M772,0.4022
M772,0.4114
M728,0.3597
M772,0.4108
M772,0.426
M772,0.4099
M772,0.42200000000000004
M772,0.4369
M730,0.4168
M730,0.4067
M772,0.4117
M772,0.4199
M773,0.4094
M773,0.4067
M773,0.3955
M773,0.3956
M773,0.4135
M773,0.4137
M773,0.3897
M773,0.4247
M772,0.4072
M730,0.4073
M772,0.4320000000000001
M773,0.3545
M773,0.4094
M773,0.4073
M773,0.3878
M773,0.408
M773,0.3817
M773,0.3713
M773,0.4091
M772,0.4189
M772,0.4058
M772,0.4084
M773,0.3689
M773,0.4159
M773,0.3773
M773,0.4084
M773,0.3774
M773,0.3979
M773,0.4109
M773,0.4139
M772,0.3984
M772,0.4015
M772,0.4366
M730,0.4041
M773,0.3875
M773,0.4119
M730,0.4078
M773,0.3747
M773,0.43
M773,0.4135
M773,0.4152
M772,0.4129
M772,0.3974
M773,0.4181
M773,0.4055
M730,0.4106
M773,0.4439
M773,0.3765
M730,0.4113
M773,0.3766
M773,0.4163
M772,0.4166
M772,0.3989
M773,0.4026
M773,0.4072
M773,0.3972
M773,0.38
M773,0.4098
M773,0.4074
M773,0.4095
M773,0.379
M772,0.4176
M772,0.3966
M773,0.4065
M773,0.3786
M773,0.4109
M728,0.3568
M773,0.3828
M773,0.3698
M773,0.3877
M773,0.4162
M730,0.4145
M772,0.4194
M772,0.4152
M773,0.3855
M773,0.3774
M773,0.4229
M728,0.3585
M773,0.4074
M773,0.4152
M773,0.4122
M773,0.4114
M773,0.4098
M730,0.41700000000000004
M730,0.4202
M773,0.3823
M773,0.4184
M773,0.40700000000000003
M773,0.4202
M773,0.4099
M773,0.3781
M773,0.4058
M774,0.3965
M774,0.4129
M774,0.4279
M773,0.4253
M730,0.4104
M773,0.4098
M773,0.3904
M773,0.392
M773,0.3981
M773,0.409
M774,0.4052
M774,0.4053
M774,0.3989
M774,0.4132
M773,0.4155
M773,0.4017
M773,0.4137
M773,0.409
M773,0.3798
M773,0.3938
M773,0.4093
M774,0.4078
M774,0.4031
M774,0.4136
M774,0.4048
M773,0.4168
M773,0.3656
M773,0.3905
M730,0.4233
M773,0.4475
M773,0.42200000000000004
M730,0.3975
M774,0.402
M774,0.4073
M774,0.3927
M774,0.4095
M773,0.4268
M773,0.4124
M773,0.4145
M773,0.4157
M730,0.4193
M773,0.4238
M773,0.3881
M730,0.408
M774,0.4172
M774,0.4021
M774,0.4001
M773,0.4216
M773,0.4101
M773,0.4152
M773,0.3715
M773,0.4068
M773,0.3853
M773,0.3841
M774,0.4118
M774,0.4064
M774,0.4001
M774,0.4144
M773,0.3927
M773,0.4176
M773,0.4104
M773,0.3813
M773,0.4208
M728,0.3629
M773,0.4004
M773,0.413
M774,0.4118
M774,0.4061
M730,0.4075
M774,0.4016
M773,0.3917
M773,0.3864
M773,0.4072
M773,0.4055
M773,0.4043
M728,0.3609
M773,0.408
M773,0.4047
M774,0.4042
M774,0.4167
M774,0.4036
M730,0.4291
M730,0.4143
