strainID,Assay Raw
M991,0.4043
M991,0.3567
M991,0.3246
M991,0.4218
M991,0.4128
M991,0.3623
M976,0.3778
M991,0.3979
M991,0.3401
M991,0.4284
M991,0.344
M991,0.4057
M991,0.4074
M991,0.4092
M991,0.4466
M991,0.4458
M991,0.3964
M991,0.3845
M991,0.4238
M991,0.3314
M991,0.3512
M991,0.4346
M991,0.4346
M991,0.3627
M991,0.4428
M991,0.4431
M991,0.3304
M991,0.4221
M991,0.3696
M991,0.344
M976,0.4383
M991,0.4386
M991,0.4372
M976,0.41100000000000003
M991,0.4343
M991,0.4585
M991,0.4398
M991,0.3398
M991,0.4413
M991,0.4453
M991,0.3423
M991,0.3973
M976,0.3983
M991,0.3521
M991,0.3529
M976,0.4335
M991,0.4193
M991,0.425
M991,0.3413
M991,0.4538
M991,0.3518
M991,0.3458
M991,0.452
M991,0.3328
M991,0.4042
M991,0.3973
M991,0.4132
M991,0.3326
M991,0.4245
M991,0.408
M991,0.3637
M991,0.39
M991,0.349
M991,0.4493
M991,0.4132
M728,0.2632
M991,0.425
M991,0.3889
M991,0.3296
M991,0.4125
M976,0.489
M991,0.42200000000000004
M991,0.3968
M991,0.3419
M991,0.4247
M991,0.4627
M991,0.3435
M728,0.2604
M991,0.332
M991,0.4602
M991,0.4277
M991,0.3444
M991,0.4292
M976,0.3902
M976,0.3486
M991,0.4207
M991,0.3546
M991,0.4361
M991,0.3181
M991,0.3982
M991,0.3217
M991,0.3373
M991,0.3269
M991,0.4352
M991,0.4276
M991,0.4153
M976,0.3689
M991,0.457
M991,0.4344
M991,0.3388
M991,0.4186
M991,0.3622
M991,0.4087
M991,0.3278
M991,0.3868
M991,0.408
M991,0.369
M991,0.3583
M991,0.4381
M991,0.4181
M991,0.4392
M991,0.4245
M991,0.4316
M991,0.4395
M991,0.4209
M991,0.3776
M991,0.4126
M991,0.34299999999999997
M991,0.4112
M991,0.3575
M976,0.3692
M991,0.4136
M991,0.3453
M976,0.4477
M991,0.3219
M991,0.4652
M991,0.4109
M991,0.4056
M991,0.3652
M991,0.4136
M991,0.4393
M991,0.4367
M976,0.4417
M991,0.4629
M991,0.4203
M976,0.41
M991,0.4076
M991,0.4177
M991,0.3955
M991,0.4437
M991,0.341
M991,0.3648
M991,0.4344
M991,0.3312
M991,0.4204
M991,0.4198
M991,0.4172
M991,0.41700000000000004
M991,0.3471
M991,0.4435
M991,0.3391
M991,0.4114
M991,0.3438
M991,0.418
M991,0.4339
M728,0.2616
M991,0.3682
M991,0.4032
M991,0.4114
M991,0.433
M976,0.4016
M991,0.3805
M991,0.3466
M991,0.4334
M991,0.4208
M991,0.4149
M991,0.4437
M728,0.2598
M991,0.3465
M991,0.3249
M991,0.4586
M991,0.3321
M991,0.3953
M976,0.3299
M943,0.4506
M1028,0.4555
M1028,0.4503
M1028,0.4525
M1028,0.4458
M1028,0.4628
M1028,0.4253
M1028,0.4545
M1028,0.4327
M1028,0.4611
M1028,0.4343
M1028,0.4595
M943,0.4012
M1028,0.4735
M1028,0.4487
M1028,0.4043
M1028,0.4432
M1028,0.4909
M1028,0.4785
M1028,0.444
M1028,0.441
M1028,0.436
M1028,0.3702
M1028,0.4497
M1028,0.4503
M1028,0.3868
M1028,0.4422
M1028,0.4489
M1028,0.4503
M1028,0.4529
M1028,0.445
M1028,0.4486
M1028,0.4517
M1028,0.4553
M1028,0.4675
M1028,0.4614
M943,0.4663
M1028,0.4604
M1028,0.433
M943,0.4565
M1028,0.4484
M1028,0.44
M1028,0.4646
M1028,0.4647
M1028,0.4549
M1028,0.4633
M1028,0.4464
M1028,0.4593
M943,0.4621
M1028,0.3566
M1028,0.4522
M943,0.4926
M1028,0.496
M1028,0.4561
M1028,0.4565
M1028,0.4511
M1028,0.4451
M1028,0.4958
M1028,0.4756
M1028,0.4549
M1028,0.4645
M1028,0.4558
M1028,0.4156
M1028,0.446
M1028,0.4373
M1028,0.4448
M1028,0.386
M1028,0.4773
M1028,0.5058
M1028,0.4398
M1028,0.4578
M728,0.252
M1028,0.4483
M1028,0.4578
M1028,0.4473
M1028,0.4569
M943,0.4481
M1028,0.4427
M1028,0.4729
M1028,0.4567
M1028,0.4614
M1028,0.4344
M1028,0.4431
M728,0.2549
M1028,0.44799999999999995
M1028,0.4489
M1028,0.4699
M1028,0.44299999999999995
M1028,0.4636
M943,0.4525
M943,0.40399999999999997
M1028,0.4605
M1028,0.4305
M1028,0.46399999999999997
M1028,0.43
M1028,0.48100000000000004
M1028,0.4336
M1028,0.4512
M1028,0.445
M1028,0.4147
M1028,0.4312
M1028,0.4532
M943,0.4699
M1028,0.4179
M1028,0.4631
M1028,0.4821
M1028,0.4556
M1028,0.4459
M1028,0.4234
M1028,0.4286
M1028,0.3957
M1028,0.436
M1028,0.4422
M1028,0.3911
M1028,0.4684
M1028,0.4244
M1028,0.4371
M1028,0.4726
M1028,0.4319
M1028,0.4216
M1028,0.4404
M1028,0.4037
M1028,0.4475
M1028,0.5181
M1028,0.4858
M1028,0.4515
M943,0.4449
M1028,0.4345
M1028,0.4355
M943,0.4366
M1028,0.4257
M1028,0.4551
M1028,0.44
M1028,0.4083
M1028,0.4481
M1028,0.4771
M1028,0.4643
M1028,0.469
M943,0.435
M1028,0.4468
M1028,0.4505
M943,0.424
M1028,0.4105
M1028,0.4152
M1028,0.46299999999999997
M1028,0.4215
M1028,0.4546
M1028,0.45
M1028,0.4545
M1028,0.4491
M1028,0.4498
M1028,0.4416
M1028,0.4491
M1028,0.4303
M1028,0.435
M1028,0.4478
M1028,0.4229
M1028,0.4501
M1028,0.4785
M1028,0.4675
M1028,0.5046
M728,0.2629
M1028,0.4362
M1028,0.4729
M1028,0.4307
M1028,0.4425
M943,0.4194
M1028,0.3471
M1028,0.4928
M1028,0.4749
M1028,0.4299
M1028,0.4642
M1028,0.4673
M728,0.2632
M1028,0.4404
M1028,0.4221
M1028,0.4332
M1028,0.4212
M1028,0.4099
M943,0.4442
M943,0.4036
M1029,0.434
M1029,0.3999
M1029,0.4077
M1029,0.4186
M1029,0.4406
M1029,0.4492
M1029,0.4207
M1029,0.413
M1029,0.4202
M1029,0.4156
M1029,0.4418
M943,0.4099
M1029,0.4734
M1029,0.4263
M1029,0.4646
M1029,0.4445
M1029,0.4375
M1029,0.4238
M1029,0.42
M1029,0.4473
M1029,0.4577
M1029,0.3743
M1029,0.3863
M1029,0.4376
M1029,0.4596
M1029,0.4159
M1029,0.4448
M1029,0.4638
M1029,0.4178
M1029,0.4369
M1029,0.4309
M1029,0.3677
M1029,0.4439
M1029,0.4496
M1029,0.41
M943,0.4375
M1029,0.4278
M1029,0.4243
M943,0.4386
M1029,0.4275
M1029,0.4239
M1029,0.4248
M1029,0.4135
M1029,0.4213
M1029,0.4386
M1029,0.4478
M1029,0.4745
M943,0.4496
M1029,0.4537
M1029,0.4454
M943,0.4287
M1029,0.4293
M1029,0.418
M1029,0.435
M1029,0.4484
M1029,0.4432
M1029,0.4545
M1029,0.4382
M1029,0.4571
M1029,0.4306
M1029,0.4488
M1029,0.419
M1029,0.4039
M1029,0.4236
M1029,0.42
M1029,0.4461
M1029,0.4477
M1029,0.4442
M1029,0.4315
M1029,0.4468
M728,0.2595
M1029,0.409
M1029,0.4451
M1029,0.4553
M1029,0.409
M943,0.4445
M1029,0.4227
M1029,0.4803
M1029,0.4619
M1029,0.4478
M1029,0.4478
M1029,0.4875
M728,0.262
M1029,0.4132
M1029,0.4096
M1029,0.4086
M1029,0.4247
M1029,0.4266
M943,0.4051
M943,0.449
M1029,0.4137
M1029,0.4019
M1029,0.4252
M1029,0.4449
M1029,0.441
M1029,0.44
M1029,0.4423
M1029,0.4317
M1029,0.4312
M1029,0.4065
M1029,0.4247
M943,0.4541
M1029,0.4212
M1029,0.4323
M1029,0.3899
M1029,0.4270000000000001
M1029,0.4579
M1029,0.4532
M1029,0.4382
M1029,0.4328
M1029,0.4209
M1029,0.3966
M1029,0.5161
M1029,0.3933
M1029,0.3992
M1029,0.4795
M1029,0.4606
M1029,0.4383
M1029,0.4069
M1029,0.4424
M1029,0.4319
M1029,0.4457
M1029,0.4114
M1029,0.4977
M1029,0.4324
M943,0.4193
M1029,0.4536
M1029,0.431
M943,0.4539
M1029,0.4464
M1029,0.4708
M1029,0.4237
M1029,0.3882
M1029,0.4819
M1029,0.4751
M1029,0.4674
M1029,0.424
M943,0.4368
M1029,0.3963
M1029,0.4432
M943,0.4468
M1029,0.4334
M1029,0.4255
M1029,0.4109
M1029,0.4203
M1029,0.3858
M1029,0.4515
M1029,0.4114
M1029,0.4526
M1029,0.4413
M1029,0.4424
M1029,0.4273
M1029,0.4392
M1029,0.3899
M1029,0.4131
M1029,0.4185
M1029,0.3882
M1029,0.405
M1029,0.4631
M1029,0.4288
M728,0.2622
M1029,0.4487
M1029,0.4455
M1029,0.4437
M1029,0.3782
M943,0.4624
M1029,0.4275
M1029,0.4426
M1029,0.4956
M1029,0.4735
M1029,0.4277
M1029,0.44799999999999995
M728,0.2587
M1029,0.4701
M1029,0.439
M1029,0.4287
M1029,0.4375
M1029,0.3974
M943,0.4134
M943,0.4047
M1030,0.4397
M1030,0.4407
M1030,0.4375
M1030,0.3899
M1030,0.41700000000000004
M1030,0.4257
M1030,0.4978
M1030,0.4345
M1030,0.4361
M1030,0.4320000000000001
M1030,0.4467
M943,0.4608
M1030,0.431
M1030,0.4414
M1030,0.4456
M1030,0.4641
M1030,0.4572
M1030,0.4515
M1030,0.4351
M1030,0.4248
M1030,0.4345
M1030,0.3502
M1030,0.3814
M1030,0.4045
M1030,0.4154
M1030,0.4355
M1030,0.4757
M1030,0.4317
M1030,0.4599
M1030,0.4521
M1030,0.4359
M1030,0.4181
M1030,0.3431
M1030,0.4505
M1030,0.3969
M943,0.4167
M1030,0.4128
M1030,0.4561
M943,0.4561
M1030,0.4449
M1030,0.4247
M1030,0.4307
M1030,0.4361
M1030,0.4671
M1030,0.4227
M1030,0.4631
M1030,0.4411
M943,0.4702
M1030,0.4284
M1030,0.4434
M943,0.4484
M1030,0.4301
M1030,0.4445
M1030,0.4327
M1030,0.3787
M1030,0.3392
M1030,0.4086
M1030,0.4539
M1030,0.4547
M1030,0.4629
M1030,0.4233
M1030,0.4332
M1030,0.4442
M1030,0.4286
M1030,0.4309
M1030,0.4515
M1030,0.4955
M1030,0.4437
M1030,0.4445
M1030,0.4338
M728,0.2561
M1030,0.4173
M1030,0.4445
M1030,0.4457
M1030,0.431
M943,0.4543
M1030,0.4296
M1030,0.3994
M1030,0.4275
M1030,0.4464
M1030,0.4493
M1030,0.4426
M728,0.2578
M1030,0.4569
M1030,0.4092
M1030,0.4393
M1030,0.4438
M1030,0.4749
M943,0.4428
M943,0.4314
M1030,0.4361
M1030,0.4446
M1030,0.45299999999999996
M1030,0.4057
M1030,0.3809
M1030,0.4341
M1030,0.4483
M1030,0.4264
M1030,0.4106
M1030,0.4163
M1030,0.4676
M943,0.4225
M1030,0.4382
M1030,0.4512
M1030,0.4405
M1030,0.445
M1030,0.4388
M1030,0.4458
M1030,0.4153
M1030,0.4047
M1030,0.4244
M1030,0.4782
M1030,0.47700000000000004
M1030,0.4153
M1030,0.4108
M1030,0.4449
M1030,0.4793
M1030,0.4298
M1030,0.4477
M1030,0.447
M1030,0.4165
M1030,0.4201
M1030,0.4599
M1030,0.40299999999999997
M1030,0.3839
M943,0.3946
M1030,0.4816
M1030,0.4914
M943,0.4351
M1030,0.4332
M1030,0.4423
M1030,0.4311
M1030,0.4167
M1030,0.4185
M1030,0.3942
M1030,0.3609
M1030,0.4534
M943,0.4191
M1030,0.4623
M1030,0.4163
M943,0.4299
M1030,0.4126
M1030,0.446
M1030,0.4042
M1030,0.4272
M1030,0.4505
M1030,0.4119
M1030,0.4332
M1030,0.4114
M1030,0.4398
M1030,0.4467
M1030,0.4398
M1030,0.4296
M1030,0.4541
M1030,0.4158
M1030,0.4521
M1030,0.4355
M1030,0.4456
M1030,0.439
M1030,0.4346
M728,0.2586
M1030,0.3856
M1030,0.4423
M1030,0.4421
M1030,0.4376
M943,0.4349
M1030,0.4037
M1030,0.415
M1030,0.4381
M1030,0.4392
M1030,0.4709
M1030,0.3812
M728,0.2569
M1030,0.4772
M1030,0.431
M1030,0.4487
M1030,0.4312
M1030,0.4481
M943,0.4211
M943,0.4246
M1118,0.4122
M1118,0.4121
M1118,0.4113
M1118,0.4324
M1118,0.4308
M1118,0.4307
M1118,0.4337
M1118,0.4364
M1118,0.4064
M1118,0.4198
M1118,0.4189
M943,0.4418
M1118,0.4471
M1118,0.4341
M1118,0.4393
M1118,0.4287
M1118,0.4261
M1118,0.4276
M1118,0.4078
M1118,0.4186
M1118,0.4577
M1118,0.4398
M1118,0.4320000000000001
M1118,0.4223
M1118,0.4372
M1118,0.4402
M1118,0.4636
M1118,0.431
M1118,0.4282
M1118,0.4484
M1118,0.41200000000000003
M1118,0.4284
M1118,0.4829
M1118,0.4534
M1118,0.4206
M943,0.4402
M1118,0.4376
M1118,0.4605
M943,0.424
M1118,0.4226
M1118,0.4271
M1118,0.4637
M1118,0.4514
M1118,0.4389
M1118,0.4426
M1118,0.4659
M1118,0.425
M943,0.4341
M1118,0.4327
M1118,0.4342
M943,0.4319
M1118,0.3989
M1118,0.4344
M1118,0.4285
M1118,0.4341
M1118,0.4386
M1118,0.4413
M1118,0.4320000000000001
M1118,0.4418
M1118,0.444
M1118,0.3035
M1118,0.4241
M1118,0.4351
M1118,0.4222
M1118,0.4162
M1118,0.4384
M1118,0.4271
M1118,0.446
M1118,0.4368
M1118,0.4312
M728,0.2574
M1118,0.4529
M1118,0.4466
M1118,0.4198
M1118,0.4276
M943,0.4129
M1118,0.4614
M1118,0.4548
M1118,0.4344
M1118,0.4436
M1118,0.4451
M1118,0.4397
M728,0.2579
M1118,0.4413
M1118,0.4364
M1118,0.4232
M1118,0.4366
M1118,0.4192
M943,0.4131
M943,0.4516
M1118,0.4255
M1118,0.4216
M1118,0.4266
M1118,0.4172
M1118,0.4199
M1118,0.4228
M1118,0.4504
M1118,0.4204
M1118,0.4217
M1118,0.4641
M1118,0.4394
M943,0.4217
M1118,0.493
M1118,0.4238
M1118,0.4075
M1118,0.4107
M1118,0.4479
M1118,0.4232
M1118,0.4524
M1118,0.4262
M1118,0.4105
M1118,0.4346
M1118,0.4415
M1118,0.3807
M1118,0.3941
M1118,0.4148
M1118,0.4493
M1118,0.5023
M1118,0.4185
M1118,0.4169
M1118,0.4208
M1118,0.4158
M1118,0.4242
M1118,0.4635
M1118,0.4317
M943,0.4165
M1118,0.4123
M1118,0.4269
M943,0.4486
M1118,0.4409
M1118,0.4138
M1118,0.4259
M1118,0.4374
M1118,0.431
M1118,0.396
M1118,0.4005
M1118,0.4386
M943,0.4316
M1118,0.4502
M1118,0.4209
M943,0.4488
M1118,0.4381
M1118,0.4526
M1118,0.4091
M1118,0.4243
M1118,0.4465
M1118,0.4336
M1118,0.4279
M1118,0.4329
M1118,0.4464
M1118,0.4519
M1118,0.4223
M1118,0.418
M1118,0.4372
M1118,0.42100000000000004
M1118,0.4451
M1118,0.4297
M1118,0.4533
M1118,0.4312
M1118,0.4341
M728,0.2561
M1118,0.4048
M1118,0.4529
M1118,0.4195
M1118,0.41200000000000003
M943,0.4121
M1118,0.4463
M1118,0.4872
M1118,0.3956
M1118,0.4331
M1118,0.4156
M1118,0.4439
M728,0.2567
M1118,0.4302
M1118,0.4473
M1118,0.4853
M1118,0.4339
M1118,0.4219
M943,0.4461
M976,0.4754
M1010,0.418
M1010,0.4009
M1010,0.3812
M1010,0.3461
M1010,0.441
M1010,0.4126
M1010,0.4213
M1010,0.3989
M1010,0.4268
M1010,0.4172
M1010,0.4158
M976,0.406
M1010,0.4807
M1010,0.4268
M1010,0.4425
M1010,0.4326
M1010,0.3822
M1010,0.4011
M1010,0.4032
M1010,0.4174
M1010,0.4089
M1010,0.4064
M1010,0.4135
M1010,0.4137
M1010,0.4125
M1010,0.4802
M1010,0.4151
M1010,0.3753
M1010,0.3569
M1010,0.3123
M1010,0.4118
M1010,0.3846
M1010,0.3758
M1010,0.4423
M1010,0.4557
M976,0.4165
M1010,0.4039
M1010,0.4453
M976,0.4637
M1010,0.4414
M1010,0.4094
M1010,0.4198
M1010,0.3919
M1010,0.392
M1010,0.4355
M1010,0.4679
M1010,0.4807
M976,0.409
M1010,0.4508
M1010,0.4354
M976,0.4312
M1010,0.3151
M1010,0.4255
M1010,0.3027
M1010,0.4126
M1010,0.3871
M1010,0.3323
M1010,0.4635
M1010,0.4267
M1010,0.4102
M1010,0.3742
M1010,0.3845
M1010,0.4087
M1010,0.369
M1010,0.4298
M1010,0.4574
M1010,0.426
M1010,0.4069
M1010,0.4332
M1010,0.4468
M728,0.2602
M1010,0.4317
M1010,0.4018
M1010,0.4083
M1010,0.3975
M976,0.4409
M1010,0.4422
M1010,0.4104
M1010,0.3761
M1010,0.4297
M1010,0.4414
M1010,0.4332
M728,0.2613
M1010,0.4309
M1010,0.4152
M1010,0.436
M1010,0.4
M1010,0.4007
M976,0.4235
M976,0.366
M1010,0.3834
M1010,0.39399999999999996
M1010,0.4102
M1010,0.4107
M1010,0.3828
M1010,0.4466
M1010,0.3955
M1010,0.3982
M1010,0.4034
M1010,0.4043
M1010,0.3933
M976,0.3688
M1010,0.4259
M1010,0.4214
M1010,0.4539
M1010,0.3667
M1010,0.4337
M1010,0.3701
M1010,0.4111
M1010,0.39399999999999996
M1010,0.4231
M1010,0.3374
M1010,0.3309
M1010,0.3868
M1010,0.3897
M1010,0.4245
M1010,0.4301
M1010,0.4134
M1010,0.3977
M1010,0.4104
M1010,0.4147
M1010,0.395
M1010,0.3677
M1010,0.4114
M1010,0.3949
M976,0.4414
M1010,0.4312
M1010,0.4047
M976,0.4421
M1010,0.3578
M1010,0.4045
M1010,0.4144
M1010,0.4141
M1010,0.3969
M1010,0.4334
M1010,0.4094
M1010,0.4283
M976,0.4191
M1010,0.4214
M1010,0.3993
M976,0.4196
M1010,0.3778
M1010,0.3969
M1010,0.3924
M1010,0.44799999999999995
M1010,0.4416
M1010,0.4406
M1010,0.4365
M1010,0.4036
M1010,0.4371
M1010,0.4396
M1010,0.4098
M1010,0.4055
M1010,0.3792
M1010,0.384
M1010,0.4044
M1010,0.3872
M1010,0.3848
M1010,0.4003
M1010,0.3981
M728,0.2575
M1010,0.4057
M1010,0.4178
M1010,0.43799999999999994
M1010,0.4124
M976,0.4053
M1010,0.4083
M1010,0.4034
M1010,0.4112
M1010,0.4491
M1010,0.4103
M1010,0.4111
M728,0.2598
M1010,0.4138
M1010,0.4007
M1010,0.4455
M1010,0.3832
M1010,0.4173
M976,0.4221
M976,0.4267
M1010,0.4279
M1010,0.3331
M1010,0.4052
M1010,0.4184
M1010,0.4143
M1010,0.4163
M1010,0.4031
M1010,0.3762
M1010,0.3975
M1010,0.3043
M1010,0.4134
M976,0.4154
M1010,0.3999
M1010,0.4303
M1010,0.4571
M1010,0.3802
M1010,0.4352
M1010,0.4406
M1010,0.4307
M1010,0.4156
M1010,0.4201
M1010,0.4348
M1010,0.4301
M1010,0.4641
M1010,0.4442
M1010,0.4013
M1010,0.4042
M1010,0.4121
M1010,0.4001
M1010,0.3842
M1010,0.3821
M1010,0.3787
M1010,0.4418
M1010,0.3251
M1010,0.4285
M976,0.3958
M1010,0.4346
M1010,0.3984
M976,0.4033
M1010,0.4333
M1010,0.4322
M1010,0.4601
M1010,0.4024
M1010,0.4436
M1010,0.3904
M1010,0.4212
M1010,0.3928
M976,0.4391
M1010,0.4145
M1010,0.4222
M976,0.4393
M1010,0.3896
M1010,0.4463
M1010,0.3694
M1010,0.4191
M1010,0.40299999999999997
M1010,0.4246
M1010,0.3941
M1010,0.4392
M1010,0.4492
M1010,0.4161
M1010,0.3991
M1010,0.434
M1010,0.4042
M1010,0.4624
M1010,0.4438
M1010,0.4428
M1010,0.4618
M1010,0.4156
M1010,0.2999
M728,0.2538
M1010,0.4299
M1010,0.3984
M1010,0.3794
M1010,0.4315
M976,0.4149
M1010,0.4331
M1010,0.4678
M1010,0.4022
M1010,0.429
M1010,0.4259
M1010,0.4587
M728,0.2575
M1010,0.4506
M1010,0.4327
M1010,0.4327
M1010,0.431
M1010,0.4471
M976,0.3951
M976,0.4077
M1015,0.2825
M1015,0.4351
M1015,0.4198
M1015,0.4438
M1015,0.4274
M1015,0.4051
M1015,0.4611
M1015,0.4031
M1015,0.4005
M1015,0.4022
M1015,0.4411
M976,0.4389
M1015,0.4385
M1015,0.4329
M1015,0.4286
M1015,0.4364
M1015,0.4311
M1015,0.3704
M1015,0.3965
M1015,0.4326
M1015,0.41
M1015,0.4298
M1015,0.41100000000000003
M1015,0.4229
M1015,0.395
M1015,0.4238
M1015,0.4122
M1015,0.4669
M1015,0.4108
M1015,0.3962
M1015,0.4211
M1015,0.4376
M1015,0.4248
M1015,0.4362
M1015,0.4419
M976,0.4201
M1015,0.3576
M1015,0.4058
M976,0.4722
M1015,0.4412
M1015,0.4259
M1015,0.4184
M1015,0.4021
M1015,0.3987
M1015,0.4407
M1015,0.4323
M1015,0.4548
M976,0.3977
M1015,0.3918
M1015,0.4236
M976,0.4224
M1015,0.4272
M1015,0.4432
M1015,0.3596
M1015,0.4114
M1015,0.441
M1015,0.4226
M1015,0.4128
M1015,0.4252
M1015,0.4466
M1015,0.4303
M1015,0.3882
M1015,0.4364
M1015,0.433
M1015,0.3915
M1015,0.4139
M1015,0.4239
M1015,0.3238
M1015,0.446
M1015,0.4087
M728,0.2582
M1015,0.4466
M1015,0.4516
M1015,0.4062
M1015,0.3901
M976,0.4381
M1015,0.4064
M1015,0.4482
M1015,0.3847
M1015,0.3993
M1015,0.4194
M1015,0.4427
M728,0.2599
M1015,0.3733
M1015,0.4039
M1015,0.4041
M1015,0.4025
M1015,0.3865
M976,0.4129
M976,0.444
M1015,0.4154
M1015,0.4336
M1015,0.4378
M1015,0.4364
M1015,0.44299999999999995
M1015,0.4251
M1015,0.3227
M1015,0.3656
M1015,0.4265
M1015,0.4026
M1015,0.4533
M976,0.4171
M1015,0.3855
M1015,0.3997
M1015,0.3793
M1015,0.4502
M1015,0.4514
M1015,0.4172
M1015,0.4262
M1015,0.4062
M1015,0.3804
M1015,0.4365
M1015,0.4161
M1015,0.4371
M1015,0.4619
M1015,0.4506
M1015,0.4488
M1015,0.3249
M1015,0.391
M1015,0.2705
M1015,0.4914
M1015,0.4326
M1015,0.3273
M1015,0.2935
M1015,0.3799
M976,0.4118
M1015,0.414
M1015,0.4396
M976,0.4473
M1015,0.4634
M1015,0.4385
M1015,0.4477
M1015,0.4024
M1015,0.4354
M1015,0.3382
M1015,0.2637
M1015,0.4462
M976,0.4882
M1015,0.4334
M1015,0.4429
M976,0.4464
M1015,0.4351
M1015,0.4335
M1015,0.40299999999999997
M1015,0.4215
M1015,0.4054
M1015,0.4254
M1015,0.4022
M1015,0.4539
M1015,0.4552
M1015,0.4397
M1015,0.4679
M1015,0.4161
M1015,0.4106
M1015,0.4587
M1015,0.4437
M1015,0.4353
M1015,0.436
M1015,0.3835
M1015,0.3645
M728,0.2471
M1015,0.4167
M1015,0.3155
M1015,0.4129
M1015,0.4694
M976,0.4266
M1015,0.3862
M1015,0.4231
M1015,0.4088
M1015,0.4226
M1015,0.4554
M1015,0.4373
M728,0.2561
M1015,0.3815
M1015,0.3884
M1015,0.4079
M1015,0.4155
M1015,0.4352
M976,0.4433
M976,0.3755
M1015,0.4246
M1015,0.4205
M1015,0.4398
M1015,0.3959
M1015,0.4123
M1015,0.4367
M1015,0.4327
M1015,0.3926
M1011,0.4266
M1011,0.4224
M1015,0.447
M976,0.4562
M1015,0.4633
M1015,0.4518
M1015,0.2563
M1015,0.4524
M1015,0.4156
M1015,0.4345
M1015,0.44
M1011,0.4202
M1011,0.447
M1015,0.4781
M1015,0.4369
M1015,0.4783
M1015,0.4446
M1015,0.4754
M1015,0.3682
M1015,0.4031
M1015,0.4085
M1015,0.3906
M1011,0.3777
M1011,0.4309
M1015,0.4117
M1015,0.4416
M1015,0.45799999999999996
M976,0.4347
M1015,0.4481
M1015,0.2964
M976,0.4262
M1015,0.3831
M1015,0.3967
M1011,0.3808
M1011,0.4321
M1015,0.4669
M1015,0.4684
M1015,0.3776
M1015,0.4164
M976,0.4169
M1015,0.4448
M1015,0.4241
M976,0.4072
M1015,0.4431
M1011,0.4
M1011,0.3596
M1015,0.4279
M1015,0.4705
M1015,0.4505
M1015,0.433
M1015,0.3998
M1015,0.5038
M1015,0.4291
M1015,0.4436
M1015,0.4483
M1011,0.4844
M1011,0.4003
M1015,0.466
M1015,0.41600000000000004
M1015,0.4272
M1015,0.4499
M1015,0.4077
M728,0.2584
M1015,0.4145
M1015,0.4275
M1015,0.3606
M1015,0.418
M976,0.4372
M1011,0.4222
M1015,0.4915
M1015,0.4245
M1015,0.4615
M1015,0.4385
M1015,0.3742
M728,0.2569
M1015,0.4153
M1015,0.415
M1015,0.4095
M1015,0.3753
M1011,0.3771
M976,0.4301
M976,0.4088
M1011,0.3957
M1011,0.4156
M1011,0.4242
M1011,0.4279
M1011,0.4244
M1011,0.4368
M1011,0.4322
M1011,0.3981
M1011,0.3891
M1011,0.3889
M1011,0.4237
M976,0.4255
M1011,0.4187
M1011,0.4228
M1011,0.3893
M1011,0.4447
M1011,0.4224
M1011,0.4608
M1011,0.4244
M1011,0.4291
M1011,0.4043
M1011,0.39399999999999996
M1011,0.3758
M1011,0.4128
M1011,0.4082
M1011,0.4253
M1011,0.4078
M1011,0.4475
M1011,0.4304
M1011,0.4222
M1011,0.4245
M1011,0.4118
M1011,0.3423
M1011,0.359
M1011,0.395
M976,0.41200000000000003
M1011,0.3964
M1011,0.4459
M976,0.4179
M1011,0.4132
M1011,0.3932
M1011,0.2582
M1011,0.4174
M1011,0.4313
M1011,0.4367
M1011,0.4801
M1011,0.4135
M976,0.3903
M1011,0.4251
M1011,0.41
M976,0.4446
M1011,0.3786
M1011,0.4451
M1011,0.4092
M1011,0.4169
M1011,0.3818
M1011,0.441
M1011,0.3792
M1011,0.4254
M1011,0.4335
M1011,0.4199
M1011,0.4068
M1011,0.3935
M1011,0.4156
M1011,0.40700000000000003
M1011,0.3538
M1011,0.4199
M1011,0.4323
M1011,0.4033
M1011,0.39
M728,0.2602
M1011,0.3917
M1011,0.4382
M1011,0.3862
M1011,0.4229
M976,0.4642
M1011,0.3868
M1011,0.4494
M1011,0.3542
M1011,0.3857
M1011,0.4085
M1011,0.3876
M728,0.2565
M1011,0.4215
M1011,0.4231
M1011,0.4102
M1011,0.447
M1011,0.35600000000000004
M976,0.4023
M976,0.3855
M1011,0.374
M1011,0.4223
M1011,0.4501
M1011,0.3705
M1011,0.4389
M1011,0.3837
M1011,0.3979
M1011,0.3998
M1011,0.4042
M1011,0.4009
M1011,0.4286
M976,0.4621
M1011,0.4262
M1011,0.3869
M1011,0.4058
M1011,0.4372
M1011,0.4
M1011,0.3849
M1011,0.4035
M1011,0.3922
M1011,0.4035
M1011,0.3643
M1011,0.4342
M1011,0.3751
M1011,0.3395
M1011,0.47200000000000003
M1011,0.4051
M1011,0.414
M1011,0.4274
M1011,0.405
M1011,0.3652
M1011,0.3962
M1011,0.4384
M1011,0.45299999999999996
M1011,0.4046
M976,0.4604
M1011,0.4399
M1011,0.4176
M976,0.4108
M1011,0.4527
M1011,0.3851
M1011,0.3814
M1011,0.3895
M1011,0.4217
M1011,0.4157
M1011,0.4168
M1011,0.4299
M976,0.4277
M1011,0.3998
M1011,0.4273
M976,0.4407
M1011,0.3937
M1011,0.3899
M1011,0.4182
M1011,0.4531
M1011,0.4294
M1011,0.4688
M1011,0.4265
M1011,0.4023
M1011,0.4376
M1011,0.4131
